Numero,Cliente,Saldo,DiaAniversario
149084,37271,89025,23
149085,99425,45880,16
149086,72422,21274,28
149087,16842,19797,1
149088,24121,67443,25
149089,20599,69067,22
149090,77786,29836,26
149091,72430,97943,7
149092,99948,78606,7
149093,12214,10439,5
149094,16557,69179,8
149095,10666,73042,28
149096,65884,15116,5
149097,26967,98635,18
149098,22718,65336,9
149099,50108,67721,17
149100,34412,38302,29
149101,62246,43625,12
149102,88745,20845,22
149103,74425,19205,19
149104,47739,9896,24
149105,5956,5269,18
149106,93952,86356,23
149107,77124,6920,26
149108,25514,44405,21
149109,49687,47597,24
149110,44095,26684,15
149111,13997,89650,31
149112,63064,86058,5
149113,91957,17668,2
149114,54425,50499,24
149115,94107,25241,20
149116,77508,40509,3
149117,99245,88473,29
149118,67156,39603,9
149119,19809,3268,21
149120,76870,55173,20
149121,10565,18151,19
149122,60191,3964,12
149123,96418,90643,9
149124,42813,5428,15
149125,100733,17471,6
149126,97350,9324,9
149127,50501,89715,10
149128,18915,91202,28
149129,83732,39624,26
149130,35487,10821,21
149131,59826,81578,10
149132,58519,43249,20
149133,19885,48685,20
149134,82914,31904,17
149135,52442,50601,30
149136,82282,7034,7
149137,68490,72484,29
149138,32308,64352,18
149139,30087,73063,27
149140,21649,63769,29
149141,48460,99778,19
149142,40026,20664,31
149143,40576,69954,5
149144,42254,61107,20
149145,62121,15617,22
149146,98050,68636,1
149147,25974,24183,20
149148,25048,1741,21
149149,80726,5637,21
149150,44385,51830,14
149151,81929,57011,2
149152,8405,86931,8
149153,16057,34615,22
149154,79836,89979,3
149155,12041,89268,2
149156,5851,99126,10
149157,85554,4320,24
149158,57169,84592,19
149159,34867,65105,4
149160,64252,5121,26
149161,84269,63573,15
149162,30203,31330,18
149163,7354,33923,31
149164,68877,71161,17
149165,81570,55179,8
149166,74982,74312,17
149167,20036,74060,23
149168,99280,31388,19
149169,7766,20982,18
149170,9945,7060,19
149171,101199,15392,14
149172,99549,88187,27
149173,53784,53489,4
149174,6378,98128,3
149175,89797,26909,15
149176,30905,35961,9
149177,34811,49829,21
149178,34258,88128,15
149179,16079,44489,30
149180,7514,30858,18
149181,71167,84834,30
149182,17085,28679,31
149183,25553,30605,11
149184,57666,95668,8
149185,80961,92493,25
149186,74523,39995,16
149187,13182,89422,7
149188,82936,83608,21
149189,25039,79140,16
149190,96454,67069,2
149191,53182,87951,28
149192,66851,13908,25
149193,28871,82290,3
149194,13050,9054,11
149195,77976,63963,11
149196,85450,76048,10
149197,93095,71661,8
149198,100433,78453,14
149199,43094,10791,3
149200,80089,5590,29
149201,41773,26247,21
149202,20608,28778,3
149203,41798,59881,12
149204,13742,29197,12
149205,65002,33877,8
149206,78304,6761,9
149207,98413,71287,15
149208,33241,8094,23
149209,28511,6715,12
149210,20071,6877,2
149211,83099,58957,19
149212,36408,70222,23
149213,7431,64763,14
149214,100819,31051,30
149215,15727,87493,3
149216,24368,33686,1
149217,80192,37490,10
149218,101336,21838,13
149219,34995,57458,23
149220,26303,10918,3
149221,39311,86480,25
149222,80401,67634,8
149223,50327,45792,15
149224,48954,69555,27
149225,11829,80422,1
149226,11159,92688,21
149227,50773,37059,12
149228,37303,73231,22
149229,28208,84666,1
149230,30513,46256,5
149231,69940,5393,3
149232,87259,76914,18
149233,87254,9097,7
149234,26959,50365,23
149235,40228,26597,14
149236,83408,10615,28
149237,56073,26425,7
149238,71388,88045,15
149239,14261,91804,9
149240,74678,39774,23
149241,95897,85639,19
149242,45285,77142,19
149243,50003,42431,13
149244,56674,21455,30
149245,5745,48413,28
149246,52062,94486,6
149247,75207,86874,24
149248,70334,21790,19
149249,4073,30062,5
149250,66745,69128,4
149251,233,29516,16
149252,98687,26460,21
149253,1239,92842,8
149254,94682,74866,22
149255,36485,10931,8
149256,92503,69511,21
149257,59214,40051,24
149258,85079,29088,19
149259,84842,96783,19
149260,78641,36674,13
149261,18235,81863,31
149262,47760,7016,29
149263,24676,5592,31
149264,39544,15976,23
149265,75316,92494,7
149266,101589,46799,1
149267,37776,55101,2
149268,54219,67895,21
149269,44030,26132,7
149270,93836,5674,19
149271,73047,37672,24
149272,49142,19477,3
149273,60823,56609,31
149274,45641,9899,7
149275,21126,48442,24
149276,16095,20009,12
149277,40233,32867,25
149278,100736,89556,2
149279,57306,93325,18
149280,97481,5662,8
149281,62625,33841,17
149282,81143,96133,24
149283,35644,27319,27
149284,21151,52825,30
149285,62338,92219,3
149286,56896,52400,1
149287,93445,71868,20
149288,63436,3509,16
149289,65476,21919,23
149290,9282,69408,13
149291,67462,32549,15
149292,101478,68017,12
149293,39715,66907,11
149294,61545,84659,27
149295,62866,54377,4
149296,68748,31971,22
149297,49423,58671,14
149298,10625,79169,4
149299,89797,47259,11
149300,20965,89412,13
149301,100713,32087,22
149302,96769,14874,20
149303,56747,99193,21
149304,37084,49276,4
149305,9444,11978,20
149306,67459,28453,18
149307,78166,93951,14
149308,63419,67948,29
149309,93132,71137,20
149310,94479,23290,2
149311,88091,88860,25
149312,65597,90846,20
149313,7131,33074,11
149314,74614,36465,27
149315,40018,48548,28
149316,28534,5466,20
149317,59681,69163,14
149318,2634,40393,9
149319,64448,45216,27
149320,52269,40913,8
149321,22445,70848,27
149322,35230,50000,3
149323,33778,30612,10
149324,90832,9429,25
149325,19310,72023,30
149326,40769,25609,9
149327,58107,78140,7
149328,13822,1417,18
149329,83648,46068,3
149330,77984,18406,25
149331,48491,51051,9
149332,14034,22155,23
149333,88908,29127,20
149334,17354,26985,23
149335,3893,20516,4
149336,77567,61152,15
149337,24836,27045,17
149338,60323,73707,7
149339,18402,56642,16
149340,15681,41653,28
149341,90962,80301,1
149342,70339,53846,4
149343,69594,63479,2
149344,10511,88006,25
149345,96903,58474,7
149346,88195,10557,21
149347,21773,55636,21
149348,94720,14097,16
149349,60128,75811,3
149350,48494,81033,13
149351,97974,16454,21
149352,70769,881,2
149353,94439,84806,17
149354,16385,38516,2
149355,26085,91746,11
149356,75648,37170,22
149357,28127,51747,13
149358,27453,50868,14
149359,9383,6723,3
149360,51755,56038,20
149361,20033,53173,20
149362,82234,55145,21
149363,361,87136,18
149364,73113,91898,4
149365,32461,58654,18
149366,99837,63614,17
149367,78671,2792,21
149368,32310,21698,21
149369,95057,27558,13
149370,24567,35314,14
149371,21111,21550,22
149372,86739,71401,10
149373,44308,41300,16
149374,82370,54437,28
149375,16250,15463,12
149376,89847,3506,30
149377,8837,94104,19
149378,14323,8427,6
149379,52171,28195,15
149380,33505,75435,8
149381,7457,42990,13
149382,33078,66343,23
149383,43443,54143,13
149384,77767,48385,16
149385,33069,67666,31
149386,66678,68242,14
149387,89085,29890,17
149388,13152,73451,10
149389,27135,1466,15
149390,74949,22074,26
149391,85653,13404,30
149392,38969,55983,15
149393,14318,45821,2
149394,76804,72003,11
149395,36092,11636,30
149396,63409,85314,9
149397,17138,62824,24
149398,72805,34208,29
149399,60063,94841,13
149400,21769,41226,15
149401,84551,99645,28
149402,25420,38295,18
149403,63197,72077,24
149404,48980,71222,8
149405,3754,96116,25
149406,29394,77705,19
149407,83214,87236,16
149408,40978,37633,2
149409,85079,23128,25
149410,80193,31068,8
149411,28245,77560,19
149412,11720,3126,24
149413,89062,77485,24
149414,25997,22849,1
149415,389,63712,11
149416,35258,61572,23
149417,36228,53220,21
149418,38110,98681,26
149419,49170,23652,12
149420,96302,20617,23
149421,21263,55954,1
149422,3341,93016,22
149423,29391,99749,29
149424,65198,89103,16
149425,86232,73224,27
149426,56366,45034,14
149427,4922,53228,7
149428,40740,15158,22
149429,30247,69726,7
149430,34704,70017,23
149431,86613,74251,30
149432,66609,19231,22
149433,24359,76138,18
149434,30793,30207,19
149435,23595,165,23
149436,25151,84921,6
149437,23039,70544,19
149438,13892,18287,11
149439,36772,81767,26
149440,4990,29569,12
149441,34250,66223,5
149442,27071,81904,23
149443,42400,18585,9
149444,10636,83975,1
149445,79004,37440,14
149446,60569,19810,7
149447,87877,44586,4
149448,60596,48342,21
149449,59835,97830,15
149450,42695,89533,25
149451,10434,1683,21
149452,526,24165,25
149453,60015,29168,22
149454,100677,9625,19
149455,84868,83997,16
149456,92814,94616,2
149457,62835,31901,15
149458,75534,17348,1
149459,91744,680,13
149460,53812,25643,22
149461,74339,88870,5
149462,69552,29144,14
149463,92392,80113,3
149464,9640,835,8
149465,89491,68120,22
149466,16683,80924,9
149467,21621,81319,27
149468,29999,3979,12
149469,94409,45744,3
149470,12320,48842,3
149471,99259,98394,31
149472,41801,49750,14
149473,92627,56546,15
149474,63264,54843,23
149475,10348,52161,23
149476,86657,92268,24
149477,18953,40191,5
149478,86709,94057,12
149479,71735,53345,22
149480,41661,89987,21
149481,86744,97566,17
149482,42899,11384,9
149483,2179,4945,7
149484,75745,39441,12
149485,70402,24531,31
149486,88335,57186,30
149487,14668,65633,11
149488,75165,75064,9
149489,39272,49777,17
149490,90077,61397,9
149491,70477,55503,11
149492,93940,52531,29
149493,39410,50910,30
149494,87186,54891,26
149495,35566,790,13
149496,52234,2134,15
149497,29583,68800,10
149498,31891,66099,4
149499,80216,81952,1
149500,88994,86733,14
149501,40510,21099,27
149502,12379,40453,6
149503,99006,31969,3
149504,70548,15572,13
149505,19805,61748,18
149506,82036,99732,12
149507,45179,79267,29
149508,16265,5485,15
149509,24072,89066,24
149510,62819,9582,6
149511,12346,39123,7
149512,14347,2738,4
149513,19708,87770,3
149514,75847,16962,8
149515,53,94490,4
149516,34223,68181,26
149517,96916,25967,18
149518,81755,84474,26
149519,84598,99550,29
149520,78409,18572,11
149521,41170,81638,29
149522,90145,46937,20
149523,4499,36711,31
149524,91385,52327,11
149525,91128,11508,9
149526,23326,26335,1
149527,7057,81954,27
149528,64855,17118,19
149529,56285,95250,6
149530,42328,30834,19
149531,80883,44853,10
149532,42161,487,20
149533,80148,60765,14
149534,2527,31416,15
149535,23113,27395,10
149536,33358,66047,12
149537,53105,37765,21
149538,85410,86011,5
149539,48671,87685,27
149540,25614,47909,18
149541,33939,20128,26
149542,49640,68730,10
149543,31713,27341,8
149544,92826,51299,8
149545,101412,11112,15
149546,100134,8294,24
149547,47732,1080,17
149548,19301,28580,22
149549,38378,74110,30
149550,100906,66109,26
149551,81599,25112,3
149552,81047,87248,16
149553,32167,56593,6
149554,55039,8955,26
149555,57856,34449,20
149556,8575,12621,21
149557,72013,11587,2
149558,90783,23005,29
149559,85377,94876,31
149560,36709,46664,19
149561,5876,73284,27
149562,60545,72442,23
149563,13000,94780,13
149564,99342,92316,2
149565,93135,14885,18
149566,12459,64575,2
149567,59306,27450,7
149568,56309,71265,2
149569,19904,31223,29
149570,61084,83058,3
149571,32855,84163,1
149572,13215,98602,18
149573,50622,12967,1
149574,66534,30445,24
149575,34917,70752,10
149576,43182,37218,4
149577,26782,43998,17
149578,53879,43614,27
149579,47557,27004,14
149580,49919,25813,3
149581,97309,17329,18
149582,96112,81967,2
149583,3809,81515,20
149584,42479,93846,19
149585,21331,15928,18
149586,80011,92285,20
149587,22676,62566,17
149588,75692,75320,27
149589,78157,71207,7
149590,62203,59011,12
149591,38494,27934,28
149592,3362,54013,29
149593,62957,96994,6
149594,28949,94853,22
149595,50614,7317,27
149596,75045,95119,15
149597,66903,32768,23
149598,80726,75489,8
149599,6456,39379,30
149600,57542,41911,31
149601,34531,72841,2
149602,3354,54169,4
149603,4777,62140,31
149604,25463,10522,13
149605,9120,63796,14
149606,26420,30157,20
149607,98062,68013,30
149608,81463,28770,1
149609,74693,2626,11
149610,78977,1178,7
149611,77301,18648,17
149612,44945,61279,31
149613,80894,7262,25
149614,41857,61456,10
149615,100813,19783,15
149616,96173,1209,17
149617,48853,74298,21
149618,16472,55805,2
149619,76855,90664,20
149620,30714,74859,27
149621,59655,70173,8
149622,57911,27990,19
149623,33488,33961,6
149624,95238,3647,26
149625,16720,4826,30
149626,77898,372,23
149627,13484,3483,7
149628,50689,35181,3
149629,44804,63249,21
149630,67118,82569,7
149631,4492,26469,31
149632,73218,46915,31
149633,92052,70407,1
149634,47096,91283,29
149635,85036,80557,12
149636,15591,2554,26
149637,44322,18766,23
149638,12248,40536,8
149639,99870,3325,8
149640,101816,39122,16
149641,33842,90774,14
149642,100782,79018,18
149643,13758,59992,2
149644,2471,65357,21
149645,46797,91286,27
149646,7017,53095,20
149647,83715,85894,17
149648,4992,99713,21
149649,75146,86639,24
149650,88140,76392,13
149651,64781,52562,20
149652,70532,70712,2
149653,38980,95668,29
149654,62795,84162,17
149655,75183,36560,11
149656,9587,49611,9
149657,51068,58810,16
149658,63662,10734,21
149659,50319,64519,19
149660,3283,39271,25
149661,32891,49227,16
149662,38900,59124,29
149663,53823,83905,29
149664,39340,29208,30
149665,12425,63132,9
149666,28096,98701,22
149667,92293,81710,4
149668,54672,33435,26
149669,59839,1547,13
149670,43818,56247,1
149671,99574,97921,20
149672,65023,34886,6
149673,51699,66760,29
149674,85485,65835,19
149675,26605,21294,22
149676,1927,55124,13
149677,60359,29333,22
149678,60198,23544,18
149679,10156,74153,28
149680,82249,98967,10
149681,4593,27046,30
149682,47741,77142,20
149683,74741,53662,20
149684,73697,25386,9
149685,48713,68558,28
149686,24751,23253,20
149687,83447,83613,14
149688,16480,18503,2
149689,49218,20597,19
149690,93407,97061,24
149691,29009,36925,27
149692,66174,95467,6
149693,24996,1333,13
149694,71103,30167,1
149695,96744,74540,24
149696,92127,21463,25
149697,26955,6267,13
149698,611,9429,18
149699,53709,41577,5
149700,5802,2290,29
149701,41289,91786,5
149702,42330,4425,23
149703,85109,31282,25
149704,59091,70630,30
149705,75668,37859,20
149706,10169,38642,5
149707,35377,89153,14
149708,7570,63288,1
149709,67396,35557,26
149710,42498,875,4
149711,63547,15796,8
149712,18334,31507,29
149713,24774,31571,7
149714,89482,52511,6
149715,33628,27152,7
149716,43251,41271,18
149717,80138,33963,25
149718,59708,64906,20
149719,12063,87591,6
149720,29730,98810,11
149721,30976,61523,30
149722,80390,99382,5
149723,41237,56426,23
149724,29505,61704,27
149725,59809,14892,16
149726,65188,79799,15
149727,19790,29205,24
149728,31515,53094,30
149729,94514,23346,20
149730,38127,81943,19
149731,65273,98599,5
149732,76233,21720,8
149733,72698,16382,18
149734,90750,45660,21
149735,31203,626,10
149736,23212,96868,30
149737,67236,82710,7
149738,100023,23956,26
149739,21431,49028,31
149740,73927,10225,26
149741,101169,63884,7
149742,82788,39573,21
149743,60130,3350,4
149744,95643,4565,27
149745,28297,95413,23
149746,8419,73087,19
149747,91557,75607,20
149748,73127,95865,31
149749,35419,98245,19
149750,68676,53980,10
149751,62967,87205,8
149752,2207,50866,6
149753,40423,98384,8
149754,25447,37054,7
149755,43432,40739,4
149756,5409,96535,30
149757,94110,89669,12
149758,96173,63203,5
149759,72500,62715,10
149760,9925,33460,3
149761,73058,52491,7
149762,29925,55413,14
149763,38293,2822,6
149764,80712,98961,10
149765,92690,26358,7
149766,41106,56545,15
149767,88789,60639,4
149768,24889,34347,6
149769,94979,31600,30
149770,29924,75666,19
149771,61780,5882,31
149772,13842,80665,31
149773,63276,26264,27
149774,22542,21347,30
149775,75812,562,3
149776,5761,46678,21
149777,14894,99549,4
149778,70786,80528,24
149779,22038,47470,1
149780,29636,25166,27
149781,4292,41717,26
149782,95170,9058,19
149783,33221,3487,15
149784,6834,17683,23
149785,6060,84809,22
149786,46447,95882,21
149787,64213,62697,22
149788,4179,10495,13
149789,61124,48839,29
149790,96291,40398,3
149791,71184,8178,24
149792,49225,24196,10
149793,96122,97499,25
149794,85211,79409,30
149795,54207,29682,3
149796,54938,90891,25
149797,29174,70207,28
149798,45542,3433,8
149799,25154,88837,17
149800,64480,50694,28
149801,68095,1304,12
149802,82264,90992,31
149803,51352,3189,22
149804,101467,67850,29
149805,24456,71909,19
149806,70885,38432,3
149807,60054,82520,17
149808,83684,53424,26
149809,24454,58771,24
149810,88546,31557,27
149811,77680,77498,13
149812,26278,99307,16
149813,25082,55414,15
149814,28286,23045,25
149815,14106,54912,22
149816,34336,97882,28
149817,31402,76921,15
149818,17211,44787,18
149819,29133,61682,14
149820,62614,95695,22
149821,82529,18222,25
149822,56688,69057,31
149823,3743,67288,23
149824,48015,10217,8
149825,54081,17801,18
149826,91856,31988,2
149827,22096,73686,1
149828,29361,82630,27
149829,44321,74650,5
149830,14152,11760,24
149831,30924,4988,8
149832,99794,51716,25
149833,25017,32767,17
149834,13603,26588,14
149835,11138,99375,2
149836,26157,30503,28
149837,34180,13282,30
149838,68925,44269,17
149839,87725,18962,14
149840,57826,17027,7
149841,93374,5815,19
149842,17033,46284,12
149843,75044,7583,2
149844,8375,51513,3
149845,73877,89195,3
149846,6267,88859,3
149847,31214,97177,28
149848,36663,90847,28
149849,12135,46563,14
149850,81527,6055,24
149851,61877,94349,23
149852,79295,70026,17
149853,74535,37625,18
149854,19395,49482,12
149855,28783,45740,31
149856,60836,81826,15
149857,33741,64611,28
149858,60217,19567,23
149859,101715,26569,14
149860,21774,42616,8
149861,36686,71414,20
149862,64438,93780,25
149863,101872,34999,13
149864,49695,41847,8
149865,101506,44146,26
149866,2809,10678,31
149867,37382,54750,17
149868,19843,40727,19
149869,30273,96449,15
149870,15011,56631,23
149871,41797,32357,10
149872,39601,36307,22
149873,20610,52196,11
149874,63210,22934,23
149875,46464,88581,25
149876,59549,56529,17
149877,83799,82294,28
149878,95999,91494,22
149879,52479,14931,18
149880,20126,90901,28
149881,5839,19959,29
149882,101861,57152,11
149883,93739,66300,9
149884,15369,49126,5
149885,84958,57259,1
149886,20554,89172,27
149887,15080,94713,1
149888,60589,19060,20
149889,37316,30456,21
149890,26342,72671,24
149891,45702,89457,27
149892,20180,85007,17
149893,78944,20713,6
149894,6129,84570,19
149895,8142,15594,21
149896,58760,76826,4
149897,53959,71178,8
149898,32985,94426,11
149899,91038,91039,21
149900,33970,48873,14
149901,82981,41548,30
149902,72335,35137,17
149903,41017,38219,5
149904,95392,89025,12
149905,6155,49495,16
149906,61367,29341,8
149907,36528,76133,29
149908,38353,21446,10
149909,59171,38703,5
149910,58672,28832,12
149911,68307,71408,5
149912,58024,93928,29
149913,10776,41272,12
149914,57449,21767,15
149915,78076,76357,17
149916,21653,40912,8
149917,20046,98971,9
149918,67914,52415,21
149919,58578,90172,10
149920,50998,21325,2
149921,45979,447,19
149922,79892,3279,17
149923,71019,71401,22
149924,2567,90519,21
149925,28353,60460,17
149926,72330,42174,5
149927,68616,55523,30
149928,67904,73836,31
149929,44979,1836,26
149930,85917,56099,18
149931,80648,5260,24
149932,58934,44153,16
149933,7156,31043,11
149934,18670,71145,28
149935,43587,3269,2
149936,86741,32976,10
149937,30646,64224,30
149938,100205,99905,15
149939,36795,36789,4
149940,3927,76744,17
149941,11616,83205,13
149942,3400,34035,6
149943,88819,33414,8
149944,42941,19814,5
149945,23529,5331,13
149946,51270,48241,14
149947,45547,67372,29
149948,60290,32665,28
149949,74597,14084,27
149950,54612,7788,29
149951,71286,98665,7
149952,68450,10444,4
149953,67451,54712,30
149954,83521,86862,15
149955,21203,34987,13
149956,44215,95923,23
149957,21159,9246,6
149958,34198,30798,9
149959,76452,14433,14
149960,6967,57483,18
149961,8222,95163,28
149962,70606,71537,25
149963,31694,46938,13
149964,476,58680,13
149965,72165,20243,18
149966,88933,97210,18
149967,8410,34801,22
149968,52039,4786,21
149969,57646,5222,18
149970,42549,82394,24
149971,90256,51875,9
149972,47325,8486,18
149973,6514,86125,19
149974,18875,16244,27
149975,74534,79524,29
149976,52439,48580,14
149977,38941,48476,8
149978,40586,33844,1
149979,54364,16387,26
149980,89031,5077,18
149981,19913,3786,17
149982,48644,18740,11
149983,70651,29141,13
149984,57581,65533,14
149985,53016,66411,5
149986,85048,91563,18
149987,96700,64211,11
149988,88056,5056,8
149989,92914,27316,27
149990,86417,54110,9
149991,76496,2441,23
149992,22750,26759,12
149993,61203,97570,26
149994,86268,32402,10
149995,29596,73854,24
149996,77295,89491,1
149997,35116,94729,25
149998,47745,5883,25
149999,89456,59692,24
150000,93625,10839,14
150001,60861,40298,6
150002,69829,94994,14
150003,9150,58846,12
150004,39628,86191,13
150005,27649,26777,22
150006,32024,75832,25
150007,85904,37637,30
150008,37962,45724,16
150009,33253,65322,5
150010,42475,9774,5
150011,4855,85697,17
150012,89682,22818,14
150013,17643,63224,15
150014,29251,20258,19
150015,99373,6396,3
150016,28253,9697,26
150017,90064,44210,11
150018,70855,71164,12
150019,96228,58390,26
150020,47493,53901,23
150021,19490,83390,10
150022,51805,90697,25
150023,58898,38265,23
150024,14408,65666,10
150025,63242,12363,23
150026,34599,79528,22
150027,21809,65434,3
150028,44325,54827,30
150029,6855,73445,25
150030,42976,75832,3
150031,24009,39312,26
150032,96740,17274,5
150033,91919,89509,10
150034,78213,38359,7
150035,41033,55100,11
150036,42395,87379,18
150037,65962,94069,7
150038,44918,16148,3
150039,87368,86170,19
150040,49434,38215,26
150041,81544,96894,26
150042,61156,13549,27
150043,10107,23137,30
150044,98137,65957,11
150045,24839,92069,23
150046,94537,48876,25
150047,9458,59582,7
150048,95406,11993,7
150049,63456,79437,3
150050,44782,69548,27
150051,3721,30861,30
150052,90793,6013,10
150053,73072,85193,9
150054,9197,16140,5
150055,17474,10176,12
150056,101147,27810,15
150057,54620,93962,7
150058,8118,65568,23
150059,63534,94324,1
150060,87311,59547,17
150061,56988,71117,15
150062,41446,99560,13
150063,92275,68204,7
150064,62658,93254,8
150065,72669,60887,4
150066,19325,83310,7
150067,86545,48291,5
150068,28065,14574,27
150069,89921,40586,18
150070,3923,28367,2
150071,2993,62146,5
150072,74094,94286,11
150073,45228,66442,28
150074,91422,93796,8
150075,62987,77799,6
150076,30217,82731,27
150077,79233,64299,8
150078,9852,51613,6
150079,80173,56291,7
150080,59481,84814,24
150081,62906,95146,1
150082,48384,49926,29
150083,28431,68636,27
150084,44546,99736,12
150085,28793,87894,23
150086,86211,28875,22
150087,21125,74623,13
150088,72244,40482,15
150089,43994,52662,10
150090,16197,7350,27
150091,81747,32100,2
150092,91877,83084,31
150093,51769,92743,18
150094,6322,93519,4
150095,5956,57767,2
150096,37843,55505,3
150097,92314,11052,2
150098,32062,87859,9
150099,25938,30991,13
150100,79775,6271,6
150101,70092,32399,6
150102,23434,31186,20
150103,77347,86744,15
150104,74292,15471,4
150105,93264,88972,9
150106,47718,64292,8
150107,99705,89935,26
150108,87621,86574,24
150109,99768,99996,13
150110,83013,12625,9
150111,93625,97442,23
150112,53457,77318,20
150113,43484,4095,14
150114,66118,81964,3
150115,45696,9266,16
150116,30404,37745,26
150117,34148,82716,3
150118,37514,67681,8
150119,22285,83776,29
150120,72266,60516,19
150121,15166,25938,23
150122,100711,2581,16
150123,10310,87879,16
150124,100212,79057,18
150125,22455,49992,10
150126,53030,9125,13
150127,6784,83855,22
150128,100889,64041,11
150129,60565,37814,12
150130,82320,42407,14
150131,57945,38171,31
150132,71529,1464,27
150133,2708,72467,12
150134,92259,5483,17
150135,82639,17461,15
150136,66785,21166,15
150137,40242,49542,26
150138,11195,52968,25
150139,54385,10827,2
150140,93436,77410,7
150141,48710,60553,30
150142,22921,46875,13
150143,11732,30649,5
150144,73079,69487,22
150145,15129,80339,1
150146,68744,12499,10
150147,20921,88889,8
150148,99323,74850,29
150149,98529,53827,14
150150,22190,38124,14
150151,59543,9793,19
150152,48984,8251,3
150153,35591,87804,17
150154,12214,82171,30
150155,17256,34153,19
150156,1016,42069,30
150157,95675,6745,15
150158,49694,24767,10
150159,11816,51168,8
150160,95054,95471,13
150161,73558,69424,26
150162,7601,2759,28
150163,91725,75808,5
150164,101446,86066,18
150165,66739,13925,6
150166,17074,41141,31
150167,83573,68418,13
150168,10108,26862,9
150169,16063,94097,28
150170,43448,40118,30
150171,84757,79891,4
150172,77919,13109,15
150173,54996,93893,5
150174,37005,80520,19
150175,72391,9848,5
150176,45062,82616,5
150177,66792,20187,28
150178,58202,6371,11
150179,96616,90211,2
150180,13615,88568,5
150181,75788,6117,9
150182,29155,73072,2
150183,43759,75586,18
150184,24391,77444,27
150185,98555,13547,8
150186,65387,69070,16
150187,29220,10694,28
150188,25553,62101,9
150189,41558,62556,5
150190,13401,4985,25
150191,74420,78382,21
150192,44118,49946,5
150193,67015,92289,6
150194,96875,9851,20
150195,89899,40829,11
150196,57767,78866,25
150197,99354,92794,25
150198,73625,26401,21
150199,12116,82249,29
150200,5744,16762,1
150201,29786,52359,21
150202,71118,99881,25
150203,144,3642,15
150204,4070,87478,28
150205,52947,35553,20
150206,4945,98966,24
150207,42912,15126,2
150208,48403,39512,18
150209,56228,49344,22
150210,39590,50661,5
150211,66753,51919,5
150212,61967,4862,25
150213,48826,63945,1
150214,34574,76449,19
150215,24344,63509,8
150216,89525,8973,9
150217,76520,59888,7
150218,90926,61313,12
150219,77707,50028,23
150220,39357,5541,30
150221,28966,44537,21
150222,88822,30645,5
150223,25063,20027,14
150224,49762,71824,19
150225,29950,38606,18
150226,50614,62153,28
150227,72384,22704,1
150228,60943,25969,16
150229,915,89704,2
150230,91651,72663,11
150231,2124,35133,15
150232,36554,82940,12
150233,2248,45810,10
150234,8837,46313,8
150235,87202,60553,24
150236,84527,57741,16
150237,74763,21922,22
150238,34841,40971,21
150239,25889,23895,9
150240,11652,23321,25
150241,11424,82453,23
150242,43764,97385,20
150243,43211,86644,13
150244,7631,20025,24
150245,40943,50821,13
150246,56439,19488,5
150247,11660,19186,27
150248,77243,31746,30
150249,63249,76331,20
150250,32371,75214,7
150251,12219,47120,31
150252,46465,21056,4
150253,73111,95228,7
150254,20054,87095,30
150255,14761,29677,18
150256,21248,86435,4
150257,18724,32880,8
150258,71473,54527,29
150259,7246,72010,21
150260,82828,14522,8
150261,98365,49198,3
150262,27998,28907,22
150263,51099,4608,20
150264,99338,9601,23
150265,77181,33078,27
150266,72533,97490,7
150267,52668,61945,23
150268,75853,19245,9
150269,98075,32707,31
150270,27060,57204,8
150271,101392,80842,1
150272,64881,33558,22
150273,79852,44775,21
150274,2984,88785,16
150275,6397,52380,9
150276,24369,25567,5
150277,17276,52841,11
150278,89622,107,16
150279,64034,52047,6
150280,42432,4969,22
150281,28640,82094,11
150282,44126,76133,15
150283,77340,8167,19
150284,67289,85976,3
150285,4134,94946,11
150286,12665,76233,13
150287,65073,77476,8
150288,7088,13584,9
150289,16460,78710,5
150290,16361,36142,20
150291,82321,86882,20
150292,96277,38220,21
150293,81389,87645,29
150294,48811,35266,29
150295,68425,38143,3
150296,11293,40731,16
150297,16912,67788,10
150298,17213,70885,18
150299,91354,1559,2
150300,3133,21457,2
150301,50722,70188,30
150302,92984,98988,13
150303,68072,13489,23
150304,2721,43440,29
150305,4762,38364,12
150306,62011,48047,18
150307,55884,39951,2
150308,56764,39,15
150309,51285,71834,21
150310,318,30069,16
150311,17288,59289,29
150312,67939,27560,25
150313,22466,64273,3
150314,43202,90044,11
150315,6442,52402,1
150316,18059,91100,20
150317,57864,56500,30
150318,79251,61403,29
150319,54073,65563,12
150320,58000,63883,6
150321,2035,36565,23
150322,32061,44333,13
150323,31376,72729,1
150324,78836,11059,13
150325,23684,17640,25
150326,5933,52277,30
150327,44880,66383,11
150328,14061,22638,28
150329,7685,32528,5
150330,14049,70145,20
150331,5877,74521,30
150332,62329,46243,31
150333,4600,11441,7
150334,45944,86467,18
150335,7285,22439,26
150336,19346,57133,21
150337,89925,47661,10
150338,46057,8690,28
150339,23390,49312,10
150340,61311,79100,9
150341,69255,33420,13
150342,71440,49425,27
150343,79910,44200,23
150344,40645,56848,10
150345,3227,56121,25
150346,56813,54153,3
150347,39447,24286,24
150348,75494,84793,28
150349,48433,79313,12
150350,24856,91394,15
150351,24791,99745,7
150352,93810,35951,19
150353,29706,5518,29
150354,56530,24416,23
150355,52730,14286,5
